"CORAZON G. CLEMENA REAL ESTATE LESSOR","54, DANNY FLORO ST., (CGC CMPD)Bagong Ilog","APT REAL ESTATE LESSOR - BUILDING","54, DANNY FLORO ST.","(CGC CMPD)BAGONG ILOG","14.5705732","121.0701573"
"HAYDEE BARBER SHOP","1, COL. P. LICSI ST., CANIOGAN","SER BARBER SHOP","1, COL. P. LICSI ST.","CANIOGAN","14.5664899","121.0762667"
"TOCO'S F&B FOOD STALL","1, DR. SIXTO ANTONIO AVE., VILLA SUSANA, CANIOGAN","RET FOOD STALL","1, DR. SIXTO ANTONIO AVE., VILLA SUSANA","CANIOGAN","14.56481","121.0765383"
"FRIAS, IVY M.","100, PAG-ASA ST., CANIOGAN","SAR SARI-SARI STORE","100, PAG-ASA ST.","CANIOGAN","14.5733578","121.0802342"
"FIDES FOOD AND BEVERAGE HOUSE","1006, COL. LICSI ST., CANIOGAN","RET RETAILER","1006, COL. LICSI ST.","CANIOGAN","14.5718856","121.0779377"
"OKIKS BAKERY","1006, COL. P. LICSI ST., CANIOGAN","SSM BAKERY","1006, COL. P. LICSI ST.","CANIOGAN","14.5666202","121.0773334"
"LA-FUNG FOOD HOUSE","101 G/F, GLOBAL STAR BLDG. 102, C. RAYMUNDO AVE., CANIOGAN","RET RETAILER","101 G/F, GLOBAL STAR BLDG. 102, C. RAYMUNDO AVE.","CANIOGAN","14.5694823","121.0814109"
"ENRIQUEZ, RINA DIMABUYU","101, PAG ASA ST., Caniogan","SAR SARI-SARI STORE","101, PAG ASA ST.","CANIOGAN","14.5733578","121.0802343"
"JMIGUEL'S BAKESHOP","102, PAG-ASA, CANIOGAN","SSM BAKERY","102, PAG-ASA","CANIOGAN","14.573566","121.078625"
"SWEETLIFE RESIDENTIAL APARTMENT RENTAL","103, P. CONDUCTO ST., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL; APT LESSOR COMMERCIAL SPACE","103, P. CONDUCTO ST.","CANIOGAN","14.5736343","121.0784833"
"GM SMILE DENTAL STUDIO","103, PAG ASA ST., CANIOGAN","DEN DENTAL CLINIC","103, PAG ASA ST.","CANIOGAN","14.5734734","121.0803025"
"LACASETTA APARTMENT RENTAL","103, PAG-ASA STREET, CANIOGAN","APT LESSOR COMMERCIAL SPACE","103, PAG-ASA STREET","CANIOGAN","14.5734734","121.0803025"
"NICKMOND ENTREPRENEURSHIP SIOMAI FOOD KIOSK","105 RNC BUILDING, PASIG BLVD. ROTONDA COR. DR. SIXTO ANTONIO AVE., CANIOGAN","RET FOOD KIOSK","105 RNC BUILDING, PASIG BLVD. ROTONDA COR. DR. SIXTO ANTONIO AVE.","CANIOGAN","14.566217","121.0764441"
"QNE LAUNDRY SHOP","105, PAG ASA ST., CANIOGAN","SER LAUNDRY","105, PAG ASA ST.","CANIOGAN","14.5733577","121.0802347"
"AFFORDABOODLE FOOD HOUSE","109, PAG-ASA ST., CANIOGAN","RET FOOD STALL","109, PAG-ASA ST.","CANIOGAN","14.5735278","121.0787397"
"K-MOONMART D.I.Y. RAMYEONHOUSE AND CONVENIENCE STORE","109, PAG-ASA ST., CANIOGAN","RET CONVENIENCE STORE","109, PAG-ASA ST.","CANIOGAN","14.5735278","121.0787397"
"OUR DAILY WATER REFILLING STATION","1104 COL. LICSI ST., CANIOGAN","RET WATER REFILLING STATION","1104 COL. LICSI ST.","CANIOGAN","14.5718856","121.0779377"
"AEROWASH LAUNDRY SHOP","1104-A, COL. P. LICSI ST., CANIOGAN","SER LAUNDRY","1104-A, COL. P. LICSI ST.","CANIOGAN","14.5669234","121.0778878"
"ALEXTER PETSHOP","111-B COL. LICSI ST., CANIOGAN","RET RETAILER","111-B COL. LICSI ST.","CANIOGAN","14.5718856","121.0779377"
"OTCER.PH VENTURES CORP.","115 AMAZON BLDG. RIVERFRONT, DR. SIXTO ANTONIO AVE., CANIOGAN","RET RETAILER","115 AMAZON BLDG. RIVERFRONT, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5731695","121.0771774"
"RHIANNE`S INTERNET CAFE","116-D PAG-ASA ST., CANIOGAN","SER PRINTING SERVICES; APT COMPUTER RENTALS","116-D PAG-ASA ST.","CANIOGAN","14.5736204","121.0790682"
"LAPEST EXTERMINATORS PEST CONTROL SERVICES COMPANY","119 1ST FLR. JORDAN BLDG. RIVERFRONT RESIDENCES, DR. SIXTO ANTONIO AVE., CANIOGAN","SER PEST CONTROL SERVICES","119 1ST FLR. JORDAN BLDG. RIVERFRONT RESIDENCES, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5731695","121.0771774"
"ADDC LIGHT AND SOUNDS RENTALS","12 TATLONG BAYANI ST., CANIOGAN","APT RENTAL SOUND SYSTEM","12 TATLONG BAYANI ST.","CANIOGAN","14.5696329","121.0757963"
"TITOCHEF EATERY","12, PAG-ASA ST., CANIOGAN","RES EATERY","12, PAG-ASA ST.","CANIOGAN","14.5733237","121.0812718"
"NITA`S LYING IN CLINIC","121 PAG-ASA ST, CANIOGAN","SER LYING-IN CLINIC","121 PAG-ASA ST","CANIOGAN","14.5731588","121.0807698"
"SOUTH STAR DRUG","121, DR. SIXTO ANTONIO AVE., CANIOGAN","DRG DRUG STORE; RET RETAILER","121, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.565387","121.075922"
"GARET FOOD HOUSE","121, PAG ASA ST., CANIOGAN","RET FOOD STALL","121, PAG ASA ST.","CANIOGAN","14.5731588","121.0807698"
"SHERLYN MEAT SHOP","121, PAG ASA ST., Caniogan","RET MEAT RETAILER","121, PAG ASA ST.","CANIOGAN","14.5731588","121.0807698"
"ISKINITA BARBER SHOP","121, PAG-ASA ST., CANIOGAN","SER BARBER SHOP","121, PAG-ASA ST.","CANIOGAN","14.5731588","121.0807698"
"MEDIKITKAT PHARMACY","121-C, PAG ASA ST., CANIOGAN","ES3 ESSENTIAL COMMODITIES - RETAILER; DRG PHARMACY","121-C, PAG ASA ST.","CANIOGAN","14.5732033","121.0808754"
"CDFRANCISCO LPG STORE","121D, PAG-ASA ST., CANIOGAN","RET RETAILER - LPG (TAX EXEMPT)","121D, PAG-ASA ST.","CANIOGAN","14.5726499","121.0810396"
"GSR WATER REFILLING STATION","124, F. PAG-ASA ST., CANIOGAN","RET WATER REFILLING STATION","124, F. PAG-ASA ST.","CANIOGAN","14.5732539","121.0808603"
"LEVILEEN COMMERCIAL SPACE RENTAL","124-C, PAG ASA ST., CANIOGAN","APT LESSOR COMMERCIAL SPACE; APT LESSOR LEASING RESIDENTIAL","124-C, PAG ASA ST.","CANIOGAN","14.5732339","121.0812735"
"BIGBREW CANIOGAN PASIG FOOD AND BEVERAGE HOUSE","124-C, PAG-ASA STREET, CANIOGAN","RET RETAILER","124-C, PAG-ASA STREET","CANIOGAN","14.5732339","121.0812735"
"NELLGAB SARI-SARI STORE","124-F, PAG-ASA ST., Caniogan","ES3 ESSENTIAL COMMODITIES - RETAILER; SAR SARI-SARI STORE","124-F, PAG-ASA ST.","CANIOGAN","14.573089","121.0812123"
"CANDELARIA, DENNIS G.","124F. PAG-ASA ST., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","124F. PAG-ASA ST.","CANIOGAN","14.573089","121.0812123"
"E 3 K COMMERCIAL LESSOR","13 C. RAYMUNDO AVE., CANIOGAN","APT COMMERCIAL UNIT","13 C. RAYMUNDO AVE.","CANIOGAN","14.572695","121.0833565"
"OLEO-FATS, INCORPORATED","13, UNITED GLORIETTA SUBD., CANIOGAN","BSM BIG SCALE MANUFACTURER; SER MEAT CUTTING / FABRICATION; SER SERVICES/COMMISARRY; WSE WAREHOUSE","13, UNITED GLORIETTA SUBD.","CANIOGAN","14.5719886","121.0870048"
"EDDAMS MANAGEMENT CONSULTANCY SERVICES","13-A, LIVERPOOL ST., CANIOGAN","SER CONSULTANCY","13-A, LIVERPOOL ST.","CANIOGAN","14.5709632","121.0783401"
"TOPWATCH CORPORATE SECURITY SERVICES, INC.","13-B, DR. MALDO DEL ROSARIO ST., CANIOGAN","SCA SECURITY AGENCY","13-B, DR. MALDO DEL ROSARIO ST.","CANIOGAN","14.5651222","121.0749828"
"DOMINGO, BETTY C.","130-D PAG-ASA ST., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","130-D PAG-ASA ST.","CANIOGAN","14.5729769","121.081722"
"M&H SARI-SARI STORE","130B, PAG-ASA ST., CANIOGAN","SAR SARI-SARI STORE","130B, PAG-ASA ST.","CANIOGAN","14.5731632","121.0816799"
"ARRIOLA, DANILO - CANIOGAN","132 DR. SIXTO AN ROTONDA, CANIOGAN","APT LESSOR OFFICE SPACE","132 DR. SIXTO AN ROTONDA","CANIOGAN","14.565402","121.0760918"
"KRYPTONITE MASSAGE SPA SERVICE","132, DR. SIXTO ANTONIO AVENUE, CANIOGAN","SER SPA MASSAGE","132, DR. SIXTO ANTONIO AVENUE","CANIOGAN","14.565402","121.0760918"
"CENTER FOR AGRICULTURE AND RURAL DEVELOPMENT (CARD),INC. (A MICROFINANCE NGO)","133 N SAUDI COMPOUND, PAG-ASA ST., CANIOGAN","IN6 MONEY REMITTANCE; ADM NON STOCK, NON PROFIT","133 N SAUDI COMPOUND, PAG-ASA ST.","CANIOGAN","14.5729152","121.0821602"
"B.S.R. ENTERPRISES","134 VILLA PAULO TOWNHAOUSE PAG - ASA ST., CANIOGAN","RET RETAILER; WSR WHOLESALER","134 VILLA PAULO TOWNHAOUSE PAG - ASA ST.","CANIOGAN","14.5732539","121.0808603"
"VEL BEDSPACE RENTAL","135, PAG-ASA STREET, CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","135, PAG-ASA STREET","CANIOGAN","14.5730541","121.082272"
"JULLIANA PRINTING SERVICES","138 CARUNCHO BLDG. G/F, DR. SIXTO ANTONIO AVE. ROTONDA, CANIOGAN","SER PRINTING SERVICES","138 CARUNCHO BLDG. G/F, DR. SIXTO ANTONIO AVE. ROTONDA","CANIOGAN","14.5655896","121.076157"
"CCNM DRUG & GENERAL MERCHANDISE","14 PAG-ASA ST., CANIOGAN","DRG DRUG STORE; RET GENERAL MERCHANDISE","14 PAG-ASA ST.","CANIOGAN","14.5732579","121.0810847"
"MONSTAH PHILLY FOOD HUB","14 UNIT 2 G/F, KALINANGAN ST., CANIOGAN","RET FOOD RETAILER","14 UNIT 2 G/F, KALINANGAN ST.","CANIOGAN","14.5719484","121.0803164"
"ST. BERNARD PUBLISHING","140 ST. JUDE COMP., PAG ASA ST., CANIOGAN","SER SERVICES","140 ST. JUDE COMP., PAG ASA ST.","CANIOGAN","14.5732539","121.0808603"
"JUDY'S SARI-SARI STORE","1409, NAZARETH ST., CANIOGAN","SAR SARI-SARI STORE","1409, NAZARETH ST.","CANIOGAN","14.5722872","121.0804786"
"MELENDRES COMMERCIAL SPACE","141 PAG-ASA ST., CANIOGAN","APT LESSOR","141 PAG-ASA ST.","CANIOGAN","14.5739259","121.0796713"
"XSIKLOZ MOTOR PARTS AND GEARS TRADING","142  GROUND FLR. MARGARITA BLDG., ROTONDA, CANIOGAN","RET RETAILER","142  GROUND FLR. MARGARITA BLDG., ROTONDA","CANIOGAN","6.517409799999999","124.8927615"
"TRIUMVIRI REALTY AND DEVELOPMENT","142 MARGARITA BL DR. SIXTO ANTONIO AVE., CANIOGAN","APT REALTY","142 MARGARITA BL DR. SIXTO ANTONIO AVE.","CANIOGAN","14.570422","121.0769721"
"N III ESPIRITU REALTY","142 MARGARITA BLDG., DR. SIXTO ANTONIO AVE., CANIOGAN","APT REAL ESTATE LEASING","142 MARGARITA BLDG., DR. SIXTO ANTONIO AVE.","CANIOGAN","14.570422","121.0769721"
"TRANSNATIONAL PROPERTIES, INC.","142, DR. SIXTO ANTONIO AVE., CANIOGAN","APT LESSOR COMMERCIAL SPACE","142, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5656488","121.0762585"
"MOTORTRADE NATIONWIDE CORP.","142, DR. SIXTO ANTONIO AVE., Caniogan","RET MOTOR CYCLE PARTS; RET RETAILER - MOTORCYCLE; SER SERVICES","142, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5656488","121.0762585"
"BAGSIC'S LAUNDROMAT","143 PAG-ASA ST, Caniogan","SER LAUNDRY","143 PAG-ASA ST","CANIOGAN","14.5730384","121.0814271"
"MHA SARI-SARI STORE","143, PAG-ASA ST., CANIOGAN","FIX BEER; FIX FIX TAXES - LOCAL WINE; APT LESSOR LEASING RESIDENTIAL; ES3 RICE GRAIN RETAILER; SAR SARI-SARI STORE; WSR WHOLESALER","143, PAG-ASA ST.","CANIOGAN","14.5730384","121.0814271"
"IAN SARI-SARI STORE","145, PAG-ASA ST., CANIOGAN","SAR SARI-SARI STORE","145, PAG-ASA ST.","CANIOGAN","14.5728454","121.0827021"
"FE COMMERCIAL LEASING","146, DR.SIXTO ANTONIO AVE., CANIOGAN","APT LEASING","146, DR.SIXTO ANTONIO AVE.","CANIOGAN","14.5658054","121.0762172"
"FLORES, JOSE R.","148 PASIG BLVD., CANIOGAN","APT COMMERCIAL UNIT","148 PASIG BLVD.","CANIOGAN","14.5659779","121.0763166"
"LITO SALON","148 PASIG BLVD. EXT., CANIOGAN","SER SALON","148 PASIG BLVD. EXT.","CANIOGAN","14.5660427","121.076878"
"NEW ILOG CYCLE PARTS & ACCESSORIES","148 PASIG BLVD. EXT. ROTONDA, CANIOGAN","RET BICYCLE STORE","148 PASIG BLVD. EXT. ROTONDA","CANIOGAN","14.5660427","121.076878"
"FLORES, JULITA M.","148 PASIG BLVD. EXT`N., CANIOGAN","APT LESSOR COMMERCIAL SPACE","148 PASIG BLVD. EXT`N.","CANIOGAN","14.5660427","121.076878"
"GFC MUSIC & SPORTS HOUSE","148, PASIG BLVD., Caniogan","RET RETAILER","148, PASIG BLVD.","CANIOGAN","14.5659779","121.0763166"
"KRYPTONITE MASSAGE SPA SERVICE","148, PASIG BLVD. EXT'N. ROTONDA, Caniogan","SER SPA MASSAGE","148, PASIG BLVD. EXT'N. ROTONDA","CANIOGAN","14.5660427","121.076878"
"PRINCESS REGINA RICA SALON","148, PASIG BLVD. EXT'N. ROTONDA, CANIOGAN","SER SERVICES","148, PASIG BLVD. EXT'N. ROTONDA","CANIOGAN","14.5660427","121.076878"
"TANLAPCO, SYLVIA F.","148, PASIG BLVD. EXTN., Caniogan","APT LESSOR","148, PASIG BLVD. EXTN.","CANIOGAN","14.5660427","121.076878"
"OPHANIM PRINTING SPECIALIST, INC.","148, PASIG BLVD. EXTN., CANIOGAN","PRN PRINTING SERVICES","148, PASIG BLVD. EXTN.","CANIOGAN","14.5660427","121.076878"
"SKIN PLACE BEAUTY HEALTH WELLNESS INNOVATION OPC","148, PASIG BLVD. EXTN., ROTONDA, CANIOGAN","SER SKIN CARE & FACIAL CLINIC","148, PASIG BLVD. EXTN., ROTONDA","CANIOGAN","14.5660427","121.076878"
"CHICAGO GENERAL MERCHANDISING CORP.","148-F PASIG BOULEVARD EXT., CANIOGAN","RET RETAILER","148-F PASIG BOULEVARD EXT.","CANIOGAN","14.5661914","121.0759623"
"TAGAMI, LLOYD H","15, ., Javier Compound, Caniogan","APT APARTMENT RENTAL","15, ., Javier Compound","CANIOGAN","14.5501247","121.1456685"
"JNCP PARKING SPACE RENTAL","15, A. PLATA ST., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","15, A. PLATA ST.","CANIOGAN","14.5685474","121.0778651"
"CLEANMASTER MANPOWER AND GENERAL SERVICES, INC.","15, DR. MALDO ST, CANIOGAN","SER LOCAL MANPOWER","15, DR. MALDO ST","CANIOGAN","14.5718856","121.0779377"
"QUINTANA SARI-SARI STORE","150, C. DELA PAZ STREET, CANIOGAN","ES3 ESSENTIAL COMMODITIES - RETAILER; SAR SARI-SARI STORE","150, C. DELA PAZ STREET","CANIOGAN","14.5732914","121.0808655"
"REYNOSO SARI-SARI STORE","152, C. DELA PAZ STREET, CANIOGAN","SAR SARI-SARI STORE","152, C. DELA PAZ STREET","CANIOGAN","14.5735417","121.0809924"
"MCKWORKZ CONSUMER GOODS RETAILING","153, C. RAYMUNDO AVENUE, CANIOGAN","RET RETAILER; SER SERVICES","153, C. RAYMUNDO AVENUE","CANIOGAN","14.5725594","121.0831627"
"KEILA 154 BOARDING HOUSE RENTAL","154 C. DELA PAZ, PAG-ASA ST., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","154 C. DELA PAZ, PAG-ASA ST.","CANIOGAN","14.5735597","121.0809439"
"TWINS SARI-SARI STORE","154, C. DELA PAZ ST., CANIOGAN","ES3 RICE GRAIN RETAILER; SAR SARI-SARI STORE","154, C. DELA PAZ ST.","CANIOGAN","14.5735597","121.0809439"
"VICTORY LINER, INC.","155 MMI BLDG., DR. SIXTO ANTONIO AVE., Caniogan","SER CARGO FORWARDERS","155 MMI BLDG., DR. SIXTO ANTONIO AVE.","CANIOGAN","14.570422","121.0769721"
"GRAND TECH. INT'L. ENT. CORP.","155 PRL CMPD., ROTONDA, PASIG BLVD., CANIOGAN","WSE WAREHOUSE","155 PRL CMPD., ROTONDA, PASIG BLVD.","CANIOGAN","14.5659812","121.0759507"
"INDOFINE INTERNATIONAL","155, PRL COMPOUND, PASIG BLVD, EXT.,, Caniogan","ADM ADMIN. OFFICE","155, PRL COMPOUND, PASIG BLVD, EXT.,","CANIOGAN","14.5659379","121.0750802"
"FIRST EMANUEL HOLDINGS, INC.","155-157 DR. SIXTO ANTONIO AVE., CANIOGAN","APT LESSOR COMMERCIAL SPACE","155-157 DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5662413","121.0764107"
"SMILECRAFTERS DENTAL CLINIC","155-157 EMANUEL BLDG., DR. SIXTO ANTONIO AVE., Caniogan","DEN DENTAL CLINIC","155-157 EMANUEL BLDG., DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5759293","121.0799635"
"CEBUANA LHUILLIER PAWNSHOP","155-157 EMMANUEL DR. SIXTO ANTONIO AVE., CANIOGAN","RET RET E-LOADING; SER SER INSURANCE SERVICES; PWN PAWNSHOP (BRANCH); SER BILL COLLECTION SERVICES; SER MONEY REMITTANCE","155-157 EMMANUEL DR. SIXTO ANTONIO AVE.","CANIOGAN","14.570422","121.0769721"
"EYLAK TRADING","16 B UNIT 4 QUIOGUE ST., VILLA SUSANA, CANIOGAN","APT EQUIPMENT RENTAL; SER FABRICATION; RET RETAILER; WSR WHOLESALER","16 B UNIT 4 QUIOGUE ST., VILLA SUSANA","CANIOGAN","14.5703409","121.0753886"
"DITO TELECOMMUNITY CORPORATION","16-A, QUIOGUE ST., VILLA SUSANA, CANIOGAN","SER CELL SITE","16-A, QUIOGUE ST., VILLA SUSANA","CANIOGAN","14.5703409","121.0753886"
"MAÑO, JOSE M.","160 DR. SIXTO ANTONIO AVE., CANIOGAN","CAR CARENDERIA","160 DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5664996","121.0762926"
"TRIPLE J'S CELLPHONE AND ACCESSORIES SHOP","160, DR. SIXTO ANTONIO AVE. COR. COL P. LICSI, CANIOGAN","RET CELLPHONE ACCESSORIES","160, DR. SIXTO ANTONIO AVE. COR. COL P. LICSI","CANIOGAN","14.5664996","121.0762926"
"H.R.GABE SCHOOL SUPPLIES","16B, PAG ASA ST., CANIOGAN","RET RETAILER","16B, PAG ASA ST.","CANIOGAN","14.5735857","121.079189"
"BAL CONSULTANCY AND INTERNAL BUSINESS SOLUTIONS INC.","17, KATARUNGAN ST., CANIOGAN","SER SERVICES","17, KATARUNGAN ST.","CANIOGAN","14.5689847","121.0774713"
"DIAMPUAN-CALICA DENTAL CARE CLINIC CO.","170 2ND FLR., PAG ASA ST., Caniogan","DEN DENTAL CLINIC","170 2ND FLR., PAG ASA ST.","CANIOGAN","14.5732539","121.0808603"
"PADRE PIO DE PIETRELCINA CHILDREN'S CLINIC","170 B, PAG-ASA STREET, CANIOGAN","MED PEDIATRIC CLINIC","170 B, PAG-ASA STREET","CANIOGAN","14.573515","121.0797496"
"TEDNATZ TRADING","170 PAG-ASA ST., CANIOGAN","RET HARDWARE","170 PAG-ASA ST.","CANIOGAN","14.573515","121.0797496"
"3K COMMERCIAL UNIT LEASING","170, PAG-ASA ST., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","170, PAG-ASA ST.","CANIOGAN","14.573515","121.0797496"
"COCOPAN","176 A, DR. SIXTO ANTONIO AVE., CANIOGAN","RET RETAILER","176 A, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5667695","121.0763621"
"BARGOS, CECILE DANCEL","176, DR. SIXTO ANTONIO AVENUE, CANIOGAN","APT COMMERCIAL UNIT; APT LESSOR - APARTMENT RESIDENTIAL","176, DR. SIXTO ANTONIO AVENUE","CANIOGAN","14.5667695","121.0763621"
"PICTURE HOUSE PHOTOGRAPHY","177 DR. S. ANTONIO., CANIOGAN","SER PHOTO / VIDEO","177 DR. S. ANTONIO.","CANIOGAN","14.5718856","121.0779377"
"ALBERTO, LOURDES","18 PAG-ASA ST., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","18 PAG-ASA ST.","CANIOGAN","14.5734199","121.079132"
"MARILOU FISH AND VEGETABLE STORE","18, PAG ASA ST., CANIOGAN","ES3 ESSENTIAL COMMODITIES - RETAILER","18, PAG ASA ST.","CANIOGAN","14.5734199","121.079132"
"CAMXIAN TECHNOLOGIES CORPORATION","180, DR. SIXTO ANTONIO AVE., CANIOGAN","SER INSTALLATION; RET RETAILER","180, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5671207","121.0763603"
"DIANA GLORIA BUILDING","180, DR. SIXTO ANTONIO AVENUE, CANIOGAN","APT COMMERCIAL BUILDING; APT LESSOR LEASING RESIDENTIAL","180, DR. SIXTO ANTONIO AVENUE","CANIOGAN","14.5671207","121.0763603"
"MCMOSCOSA GRAPHICS PRINTING SERVICES","1839 PASIG BLVD., CANIOGAN","SER PRINTING SERVICES","1839 PASIG BLVD.","CANIOGAN","14.5718856","121.0779377"
"BDES SHOES TRADING","1840, N. ESPIRITU ST., Caniogan","RET FOOTWEAR/TRADING","1840, N. ESPIRITU ST.","CANIOGAN","14.5667852","121.0752306"
"RAYMUNDO, ERLINDA E.","1841 PASIG BLVD., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","1841 PASIG BLVD.","CANIOGAN","14.56621","121.075462"
"IRIBERTO T. ESPIRITU JR COMMERCIAL LOT RENTAL","1842, PASIG BLVD. EXTN., CANIOGAN","APT LESSOR LOT ONLY","1842, PASIG BLVD. EXTN.","CANIOGAN","14.5662208","121.0753722"
"PAPER PRINT ENT.","19 M. FLORES ST., CANIOGAN","PRN PRINTING SERVICES","19 M. FLORES ST.","CANIOGAN","14.5673546","121.0767211"
"TASKSAGE ADS OPC","19, MARIA ST., VILLA SUSANA, CANIOGAN","SER ADVERTISING","19, MARIA ST., VILLA SUSANA","CANIOGAN","14.5703409","121.0753886"
"URIDENT DENTAL CLINIC AND LABORATORY","190 DR. SIXTO ANTONIO AVE., CANIOGAN","SER DENTAL SERVICES","190 DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5676159","121.0764804"
"DIMACALI, ROBERTO OMAÑA","190, DR. SIXTO ANTONIO AVE., CANIOGAN","APT LESSOR - APARTMENT RESIDENTIAL","190, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5676159","121.0764804"
"S.E. TRANSPORT","191-B C. DELA PAZ ST., CANIOGAN, CANIOGAN","SER DELIVERY SERVICES","191-B C. DELA PAZ ST., CANIOGAN","CANIOGAN","14.5739414","121.0809195"
"PEDRO DECIO JR. LPG STORE","191-a, C. De La Paz St., Caniogan","ES3 RETAILER  - LPG; RET RETAILER - LPG (TAX EXEMPT)","191-a, C. De La Paz St.","CANIOGAN","14.5739164","121.080918"
"MVS PLACE APARTMENT","192 DR. SIXTO ANTONIO AVE., CANIOGAN","APT COMMERCIAL APARTMENT; APT LESSOR LEASING RESIDENTIAL","192 DR. SIXTO ANTONIO AVE.","CANIOGAN","14.567979","121.0765517"
"KING`S AND QUEEN`S PURIFIED WATER STATION","192 DR. SIXTO ANTONIO AVE., CANIOGAN","RET RETAILER","192 DR. SIXTO ANTONIO AVE.","CANIOGAN","14.567979","121.0765517"
"AP CARGO LOGISTIC NETWORK CORP.","192 MVS 1 PLACE BLDG., DR. SIXTO ANTONIO AVE., CANIOGAN","SER LOGISTIC SERVICES","192 MVS 1 PLACE BLDG., DR. SIXTO ANTONIO AVE.","CANIOGAN","14.570422","121.0769721"
"AUZONE BEHAVIORAL LEARNING AND DEVELOPMENT CENTER","192 MVS PLACE APARTMENT, DR. SIXTO ANTONIO AVE., CANIOGAN","SER LEARNING CENTER (SER)","192 MVS PLACE APARTMENT, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5679802","121.0765573"
"CLEANMORE, INCORPORATED","1934, Dr. Sixto Antonio Avenue, Caniogan","RET JANITORIAL ITEMS","1934, Dr. Sixto Antonio Avenue","CANIOGAN","14.5665951","121.0762131"
"GENELYN SANDAGA ARTS AND CRAFTS TRADING","195-E MAHOGANY LANE C., DELA PAZ ST., CANIOGAN","RET RETAILER","195-E MAHOGANY LANE C., DELA PAZ ST.","CANIOGAN","14.5744235","121.0815681"
"ETHEL AND KATH SARI-SARI STORE","196, C. DELA PAS ST., CANIOGAN","SAR SARI-SARI STORE","196, C. DELA PAS ST.","CANIOGAN","14.5739125","121.0809178"
"CCM OFFICE SPACE FOR RENT","198 DR. SIXTO ANT. AVE., CANIOGAN","APT LESSOR COMMERCIAL SPACE","198 DR. SIXTO ANT. AVE.","CANIOGAN","14.567979","121.0765517"
"PCA MULTI PURPOSE COOPERATIVE","198 DR. SIXTO ANTONIO AVE., CANIOGAN","ADM COOPERATIVE","198 DR. SIXTO ANTONIO AVE.","CANIOGAN","14.567979","121.0765517"
"SANTIAGO T. MASANGA FOUNDATION INC.","198-D DR. SIXTO ANTONIO, CANIOGAN","ADM ADMIN. OFFICE","198-D DR. SIXTO ANTONIO","CANIOGAN","14.567979","121.0765517"
"MASANGA SCHOOL SERVICE","198-F, DR. SIXTO ANTONIO AVENUE, CANIOGAN","SER SERVICES","198-F, DR. SIXTO ANTONIO AVENUE","CANIOGAN","14.567979","121.0765517"
"ALIVIA'S FOOD AND BEVERAGE STALL","199-A, DR. SIXTO ANTONIO AVE., CANIOGAN","SAR SARI-SARI STORE","199-A, DR. SIXTO ANTONIO AVE.","CANIOGAN","14.5678775","121.0766148"
"EMECHANICS COMPUTER PERIPHERALS AND SERVICES CORP.","2/F DANNY FLORO  C. RAYMUNDO AVE., CANIOGAN","SER SERVICES","2/F DANNY FLORO  C. RAYMUNDO AVE.","CANIOGAN","14.5722102","121.0832277"
"UNITECH CONSTRUCTION & INDUSTRIAL SALES CORP.","2/F DANNY FLORO  C. RAYMUNDO AVE., CANIOGAN","RET TRADING; SER SERVICES; WSR IMPORTER; WSR WHOLESALER","2/F DANNY FLORO  C. RAYMUNDO AVE.","CANIOGAN","14.5722102","121.0832277"
"UNITECH INDUSTRIAL SALES INC.","2/F DANNY FLORO BLDG., C. RAYMUNDO AVE., CANIOGAN","RET RETAILER; SER SERVICES; WSR IMPORTER; WSR WHOLESALER","2/F DANNY FLORO BLDG., C. RAYMUNDO AVE.","CANIOGAN","14.5722102","121.0832277"
"BENILDA M. LEONIDA GARMENTS SUBCONTRACTING SERVICES","2/F DANNY FLORO BLDG., DR. SIXTO ANTONIO AVENUE, CANIOGAN","SSM SMALL SCALE MANUFACTURER","2/F DANNY FLORO BLDG., DR. SIXTO ANTONIO AVENUE","CANIOGAN","14.5722102","121.0832277"
"BELL METALCRAFT","20 A. QUIOGUE ST., CANIOGAN","SER SERVICES","20 A. QUIOGUE ST.","CANIOGAN","14.5663163","121.0771492"
